date,number,title,url,desc,guests
2014-08-04,303,Puttering Around,http://www.earwolf.com/episode/puttering-around/,"Need an experience to keep you from puttering around your home? Well, this week’s episode has it all including a rare appearance from CBB favorite Paul F. Tompkins and returning champ/singer-songwriter Loudon Wainwright III! We’re treated to live songs performed by Loudon in celebration of his upcoming new record Haven’t Got The Blues (Yet) and Lord Andrew Lloyd Webber stops by to tell us all about rebooting Cats with rap songs. Plus, we get a visit from our old pal Buddy Valastro aka the Cake Boss! (Cake Boss!) This episode is sponsored by: Cards Against Humanity Audible: Go to www.audible.com/bangbang for a free audio book and 30 day free trial.","Paul F. Tompkins, Loudon Wainwright III"
2014-08-11,304,Marissa Wompler’s Six Flags Birthday Womptacular,http://www.earwolf.com/episode/marissa-womplers-six-flags-birthday-womptacular/,"WOMP IT UP! LIVE from high above the Log flume ride in Six Flags Magic Mountain in Valencia, California, it’s Marissa Wompler’s Birthday Party Womptacular with Miss Listler, Marissa’s step dad Dr. Seth Wompler, Eric “Gutterballs” Gutterman, and possibly old friends, new friends, and frenemies. Will Traci Reardon and Marissa become friends? Is Danielle Bartiromo a ghost? What sort of birthday advice will Marissa’s mentor Don DiMello have in store for her? Join us above the Log flume and don’t forget to Womp up the Jamz!","Jessica St. Clair, Lennon Parham, Lauren Lapkus, Jason Mantzoukas, Brian Huskey, Melissa Rauch, Andy Daly"
2014-08-18,305,CattleLickItUp,http://www.earwolf.com/episode/cattlelickitup/,"Howard Kremer & Kulap Vilaysack of the fellow Earwolf podcast Who Charted? are both here with separate amazing projects to share with us as well as the return of intern Gino Lambardo on today’s Comedy Bean Bag! After Gino gives us his take on what’s been going on with The Opie and Anthony Show, Howard tells us all about his brand new album “Summah This, Summah That” which is the 3rd album of his Have A Summah series. Then, Kulap shares the story behind her documentary Origin Story, which is a feature-length, international quest with stops in Los Angeles, Minnesota, and Laos to meet the biological father she never knew. Plus, Howard, Kulap, & Gino decide between summoning velociraptors when they sneeze or having a partner who posts public reviews of their sexual performances online as they play a game of Would You Rather! Be sure to check out the new trailer for Kulap’s documentary, Origin Story at http://www.originstorydoc.com/, and support the project by going to it’s Indiegogo fundraising page: igg.me/at/originstorydoc. Plus, pick up “Summah This, Summah That” at http://howardkremer.bandcamp.com/album/summah-this-summah-that and head to http://teespring.com/gucruiseshirt to pick up your very own Gu Cruise T-shirt.","Howard Kremer, Kulap Vilaysack, Jon Gabrus"
2014-08-21,306,Project Funway,http://www.earwolf.com/episode/project-funway/,"Don’t ever stop listening to this podcast or Paul Rust, Harris Wittels, and Michael Cassady from our favorite comedy-pop crossover act Don’t Stop or We’ll Die will die from being unable to make your sides hurt from laughter here on a bonus Kobe Beef Bang Bang! We’ll enter Harris’ Foam Corner for some hot new foam, learn all about Paul’s love for chemicals, and hear the boys play tracks off their new full length album “Gorgeous.” Plus, Harris breaks out his British character and Jay Leno stops by during a game of Riddle Me This! Bye!","Paul Rust, Harris Wittels, Michael Cassady"
2014-08-25,307,Ruth’s Ross Dress For Loss,http://www.earwolf.com/episode/ruths-ross-dress-for-loss/,"The masters of their craft, Jack Black and Kyle Gass of Tenacious D join the first timers club on this week’s Comedy Bing Bong! They talk about their life expectancy, hanging out in the Mr. Show days, and give us a ‘sclusy regarding the spooky themed 2nd Annual Festival Supreme. Then, returning champ Regina Crimp is back to tell us about branching out into singing covers of other theme songs besides America’s Funniest Home Videos and collabos with the D. Plus, Russ, CEO for ROSS Dress for Less drops by to share all the details about the new back to school sale at ROSS. That’s not all, The D perform some jingles for us live!","Tenacious D , Lauren Lapkus, Joe Wengert"
2014-09-01,308,"Superego: Loose Beginnings, Tight Ends",http://www.earwolf.com/episode/superego-loose-beginnings-tight-ends/,"You’re in luck this Labor Day because Matt Gourley, Mark McConville, Jeremy Carter, and Paul F. Tompkins of the Superego podcast are all here to celebrate their new 4th season! What is the origin story behind Superego? What lead to PFT joining the group recently? What will happen when Reverend Robert Parsimony, the ghost of H.R. Giger, nationally-syndicated food personality Bryson Tyson, and young boy/Spiderman 2 superfan Trevor meet together in one room? Tune in and find out! Make sure to go to www.gosuperego.com to download the season 4 premiere episode of Superego!","Matt Gourley, Mark McConville, Jeremy Carter, Paul F. Tompkins"
2014-09-08,309,Tony Macaroni,http://www.earwolf.com/episode/tony-macaroni/,"Happy National Anthem to You! Kroll Show’s Nick Kroll & Never Not Funny’s Jimmy Pardo are here to chat about the legacy of Don Pardo, Nick’s entourage, and their favorite Ghostbuster songs on this week’s Comedy Bean Bag! Later, Claudia O’Doherty returns from Australia as a winner of yet another competition all thanks to her new book “Daze of Thunder.” Finally, Australian actor R. Shrift makes a surprise visit to tell us about his many TV shows and gives us a preview of his podcasts.","Nick Kroll, Jimmy Pardo, Claudia O'Doherty"
2014-09-15,310,Little Button Puss,http://www.earwolf.com/episode/little-button-puss/,"WARNING: Kevin Allison of the groundbreaking sketch comedy troupe The State & the RISK! podcast joins the first timer club on today’s Comedy Bing Bong! Kevin lets us know the deets surrounding the upcoming The State reunion at Festival Supreme, the origin of his RISK! podcast, and how he became a faculty member at a Kink camp. Also joining us for the first time is entrepreneur Bridgette Murphy who tells us all about her Irish gift shop “Bridgette’s Irish Gifts” & a special gift that Scott received known as HP-DP-69B aka the Hewlett-Packard Sex Robot. Plus, they all become familiar with Riddle Me This! This episode is sponsored by: NatureBox: Nutritious snacks straight to your door. Start your membership now by going to www.naturebox.com/bangbang and get a free sample box.  R&R Games: Time’s Up by R&R Games is “the funniest game ever invented,” according to experts at BoardGameGeek. Go to www.rnrgames.com and use promo code BANGBANG for 20% off.  Plated: Cook up delicious meals in your own kitchen. Go to www.plated.com and use the code BANGBANG at checkout for two free plates with your first purchase.","Kevin Allison, Pamela Murphy, John Gemberling"
2014-09-18,311,Denny’s Boys,http://www.earwolf.com/episode/dennys-boys/,"Brooklyn Nine-Nine star & The State alumni Joe Lo Truglio is back on a bonus Comedy Bean Bag! Scott & Joe bro out over giraffes, role models, and Denny’s. Joe then shares the spotlight as he and Scott help housewife Saman Thughgh with her plan to land a reality TV show by doing a little roleplaying. Finally, a romance between Joe & Samam unravels itself during a game of Would You Rather! This episode is sponsored by Squarespace, and Warby Parker. Use offer code BANGBANG at checkout for some great savings!","Joe Lo Truglio, Beth Dover"
2014-09-22,312,Grounded Me@,http://www.earwolf.com/episode/grounded-meat/,"Fall TV premieres are back baby! Brooklyn Nine-Nine star Andy Samberg returns to Comedy Bean Bag along with Scott’s nephew Todd to talk all things Hollywood, Todd & Scott’s potential sitcom, the new season of B-99, and eating pee popsicles. Then, a game of What Am I Thinking? is played before attempting to memorize the classic Hollywood Facts theme song. Later, Andy embodies Fallon as he gives Scott the complete Tonight Show experience and fun times are had during a game of Would You Rather! This episode is sponsored by R&R Games, DraftKings, NatureBox, and Stamps.com. Use offer code BANG at checkout for DraftKings and BANGBANG for everything else at checkout for some great savings!","Andy Samberg, Lauren Lapkus"
2014-09-29,313,Gumbo Challenge,http://www.earwolf.com/episode/gumbo-challenge/,"Ben Schwartz aka Benny Schwaz of House of Pies is here along with musical guest Paul Banks of Interpol on this week’s musical episode of Comedy Bing Bong! They talk about Interpol’s new album El Pintor and good heckles for bands before sound proofer Dante jumps into the conversation to show off his vocal chops. Later, Aaron Neville returns to challenge everyone to the Gumbo Challenge, sing some covers of commercials, and share some Don Pardo stories. Plus, Aaron shares some special photos with everyone during a game of Would You Rather! This episode is sponsored by Audible, Squarespace, and R&R Games. Use offer code BANGBANG at checkout for some great savings!","Ben Schwartz, Horatio Sanz, Paul Banks"
2014-10-06,314,Y’all Heard Any of These Names Before?,http://www.earwolf.com/episode/yall-heard-any-of-these-names-before/,"Comedian extraordinaire Cameron Esposito of Put Your Hands Together returns to tell us all about her new stand-up album Same Sex Symbol on today’s Comedy Bing Bong! Cameron & Scott chat about eradicating men from the Earth, Portland food, and Cameron’s old job as a circus ringmaster when suddenly vigilante crime fighter J.W. Stillwater emerges from the shadows. J.W. enlists Cameron & Scott on the case of the continuing California drought by participating in his quiz called “Y’all Heard Any of These Names Before?” This episode is sponsored by Audible, NatureBox, and Stamps.com. Use offer code BANGBANG at checkout for some great savings!","Cameron Esposito, Paul F. Tompkins"
2014-10-13,315,Sandwich Therapy,http://www.earwolf.com/episode/sandwich-therapy/,"Ken Marino & Casey Wilson of NBC’s Marry Me sing their hearts out on this week’s Comedy Bean Bag! After giving us an oral history of their new show Marry Me, Ken & Casey collabo once more as they create a brand new going to commercial theme song. Then, Dr. Jerry Pensacola stops by to explain what steps you must take to get your blood singing. Plus, everyone breaks the mold during a game of Riddle Me This! This episode is sponsored by Upstart, Stamps.com, Plated, and R&R Games. Use offer code BANGBANG at checkout for some great savings!","Ken Marino, Casey Wilson, Joe Wengert"
2014-10-16,316,In the Larp Run,http://www.earwolf.com/episode/in-the-larp-run/,"Dane Cook and Reggie Watts dig deep to talk comedy on this week’s B-B-B-BONUS Comedy Bang Bang! Scott, Reggie and Dane share their excitement for the mid-season premiere of season three of Comedy Bang Bang: The TV series, which premieres on IFC on Friday, October 17th & Dane’s new stand-up special Troublemaker which premieres on Showtime on Friday, October 17th as well by sharing stories from the set of CBB. Troubled teen Rick Faber also returns to update us on some of the immature behavior he has been doing toward nerds before going head to head with Dane & Reggie in a dang game of Would You Rather! This episode is sponsored by UNTUCKit, Legal Zoom, Squarespace, and Upstart. Use offer code BANGBANG at checkout for some great savings!","Dane Cook, Reggie Watts, Neil Campbell"
2014-10-20,317,Tash.2,http://www.earwolf.com/episode/tash-2/,"Orange Is the New Black’s Natasha Lyonne makes her first appearance & dapper comedian Paul F. Tompkins makes a rare appearance on today’s Comedy Bean Bag! Natasha, Paul, & Scott chat about silent films, the first time Natasha met Woody Allen, and great acting tips. Then, church raffle winner Dreama Peaches stumbles upon the studio on her mission to learn more about hunting and bears. This episode is sponsored by Upstart, NatureBox, and Stamps.com. Use offer code BANGBANG at checkout for some great savings!","Natasha Lyonne, Paul F. Tompkins, Mary Holland"
2014-10-27,318,Lumber Hack,http://www.earwolf.com/episode/lumber-hack/,"Wyatt Cenac of The Daily Show and his new Netflix comedy special Brooklyn returns to Comedy Big Bang Theory! Wyatt tells us a bit about his new stand-up special after he gets to know the mysterious hacker Paul Funyuns, the man behind the recent leaked celebrity photos. Then, actress Bitsy Boo-Carmichael stops by to share her story of being cryogenically frozen since the 1930’s and how she is currently adapting to life in the future. Will Wyatt leave early like his previous appearances on the show? Will Paul hack into everyone’s mind? Will Bitsy accompany Scott to see Mannequin Two: On the Move? Tune in to find out! This episode is sponsored by R&R Games, Club W, Legal Zoom, DraftKings, and Upstart. Use offer code BANG at checkout for DraftKings and BANGBANG for everything else at checkout for some great savings!","Wyatt Cenac, Matt Besser, Jocelyn DeBoer"
2014-10-30,319,Return to Suicide House Part Gore,http://www.earwolf.com/episode/return-to-suicide-house-part-gore/,"Welp, it appears that Scott’s car broke down once again outside a spoOoOoky house on 1122 Boogie Woogie Avenue which can only mean one thing. Rot Awfulman has again stumbled upon the Werewolf Studios and is in the presence of the ghoulish Beuford and Messmore le Barron, the innkeepers of Suicide House! Scott must choose the way he will die but not before Ghost Boy re-appears to frighten the only way a young ghost boy can. But wait, a knock on the door reveals Leo Carpazzi and his granddaughter Scaroline who debut a new song by the name of Spooky Orgy. Will Scott meet his end? WIll Leo’s new song have anything to do with his previous song Monster Fuck or Monster Fuck Pt. 2? Who will prevail in the terrifying Freestyle Battle? You’ll have to listen to Comedy Fang Fang to find out!","Brett Gelman, Jon Daly, Allan McLeod, Nick Wiger, Caroline Anderson"
2014-11-03,320,Charging Kids,http://www.earwolf.com/episode/charging-kids/,"Family Guy & HBO’s Getting On star Alex Borstein makes her debut on this week’s Comedy Bean Bag! Alex chats about the different Lois Griffin voices she does for the week, her stage show “Star Wars in 10 Minutes,” and getting into her character on Getting On. Then, Victor Diamond & his manager Tiny return to the show to do a scene from Star Wars and talk about their new venture involving heavy set teenagers. Plus, first time guest/educator Miss D. drops by the studio to speak on some of the best exercises that you can do. This episode is sponsored by NatureBox, Squarespace, Stamps.com, and R&R Games. Use offer code BANGBANG at checkout for some great savings!","Alex Borstein, Brendon Small, Molly Bretthauer"
2014-11-10,321,Big Fat Voice,http://www.earwolf.com/episode/big-fat-voice/,"SNL Hall of Famer and Suburgatory’s Ana Gasteyer joins the first timer club and Intern Gino returns on this week’s Comedy Bean Bag! Ana tells us about her Broadway career post SNL, shares what her SNL dream cast would be, and plays a couple of tracks off her new record “I’m Hip.” Then, officer Jay Gutwill stops by to warn us and protect us from internet perverts. Plus, everyone shows off their pipes during a game of Riddle Me This! This episode is sponsored by Club W, Plated, Stamps.com, and R&R Games. Use offer code BANGBANG at checkout for some great savings!","Ana Gasteyer, Jon Gabrus, Mookie Blaiklock"
2014-11-17,322,YouTube Phenomahna,http://www.earwolf.com/episode/youtube-phenomana/,"One of the greats, Chelsea Peretti of Brooklyn Nine-Nine and Farts and Procreation fame returns to Comedy Bean Bag! Chelsea tells us all about her new Netflix special “One of the Greats,” her dad’s reaction to when she got her RZ Cola, and her first LA experience. Then, foley artist Lou Ciello stops by to showcase some of his ASMR skills that made him a YouTube phenomahna. Vote now for your favorite episodes for the Best of CBB 2014 right now here: http://earwolf.polldaddy.com/s/best-of-cbb-2014! This episode is sponsored by NatureBox, Stamps.com, and R&R Games. Use offer code BANGBANG at checkout for some great savings!","Chelsea Peretti, Seth Morris"
2014-11-24,323,Pie Quiz with Tears for Fears,http://www.earwolf.com/episode/pie-quiz-with-tears-for-fears/,"The writers and performers of such iconic pop hits as “Mad World,” “Shout,” and “Everybody Wants To Rule The World,” Tears For Fears are in the studio as well as Scott’s old pal Reggie Watts on this week’s Comedy Bing Bong! We’ll hear all about how Curt & Roland used to sing in a church choir, the new re-issue of “Songs from the Big Chair,” the making of the iconic hit “Everybody Wants To Rule The World,” the future for the band, and Reggie gets to ask a very important question. Later, we’ll finally get to find out what’s going on with Cake Boss (Cake Boss!) after his recent run in with the law. Go get the 2014 CBB LIVE Bundle over at the Earwolf store! This episode is sponsored by Cards Against Humanity, Club W, Plated, and R&R Games. Use offer code BANGBANG at checkout for some great savings!","Tears for Fears , Reggie Watts, Paul F. Tompkins"
2014-12-01,324,Golden Duchess Cruise Lines,http://www.earwolf.com/episode/golden-duchess-cruise-lines/,"Returning champion Colin Hanks of FX’s Fargo is here to talk about his humble beginnings on Comedy Bean Bag! Colin tells us all about one of his first acting roles on Roswell, the status of his Tower Records documentary, and the record that got him hooked onto music. Then, Marla Charles, Carol Sheldon, Margie Donk, and Pam John arrive to talk about the wonderful Golden Duchess Cruise Lines cruise they recently took and share some fun facts about themselves during a game of Would You Rather! Don’t forget to vote now for your favorite episodes for the Best of CBB 2014 right now here: http://earwolf.polldaddy.com/s/best-of-cbb-2014! Also, pick yourself up the 2014 CBB LIVE Bundle over at the Earwolf store! This episode is sponsored by NatureBox, Stamps.com, and R&R Games. Use offer code BANGBANG at checkout for some great savings!","Colin Hanks, Lauren Lapkus, Stephanie Allynne, Mary Holland, Erin Whitehead"
2014-12-08,325,Musical Organs,http://www.earwolf.com/episode/musical-organs/,"Ground Floor stars Skylar Astin & Rory Scovel are two bros that are today’s Comedy Bean Bag! Skylar, Rory, & Scott chat about the new season of TBS’s Ground Floor, which songs will be in Pitch Perfect 2, and Rory’s future comedy special that is in the works. Then, Scott’s old buddy Jewel’s stops by to try to get their band back together. Finally, librarian Markis Campbell of the Los Feliz Library shows up to tell us a little bit about the Los Feliz literacy drive and share some deep secrets. Don’t forget to vote now for your favorite episodes for the Best of CBB 2014 right now here: http://earwolf.polldaddy.com/s/best-of-cbb-2014! Also, pick yourself up the 2014 CBB LIVE Bundle over at the Earwolf store! This episode is sponsored by Cards Against Humanity, DraftKings, Stamps.com, and R&R Games. Use offer code BANG at checkout for DraftKings and BANGBANG for everything else at checkout for some great savings!","Skylar Astin, Rory Scovel, Pamela Murphy, Will Hines"
2014-12-15,326,2014 Holiday Spectacular,http://www.earwolf.com/episode/2014-holiday-spectacular/,"Ho! Ho! Ho! It’s the year end holiday episode of Comedy Bean Bag with music from The Both (Aimee Mann & Ted Leo) and guests galore! Director of the Underworld series, Len Wiseman is back for the CBB festivities that will include visits from some spooky ghosts, a naughty elf, and much more. Merry Christmas bros! This episode is sponsored by Club W, NatureBox, Stamps.com, R&R Games, and Drinkwel. Use offer code BANGBANG at checkout for some great savings!","Aimee Mann, Ted Leo, Paul F. Tompkins, Brendon Small, James Adomian, Lauren Lapkus, Matt Besser,  , Neil Campbell"
2014-12-22,BO2014.1,Best of 2014 Pt 1,http://www.earwolf.com/episode/best-of-2014-pt-1/,"Say bye bye to another year but say hello hello to the new year with the best of 2014 episode of Comedy Bang! Bang! One of our faves, Paul F. Tompkins joins Scott to countdown numbers fifteen through twelve of the best CBB eps of 2014 that YOU voted for. Stay tuned for Pt 2 dropping on Christmas day!This episode is sponsored by Club W, and Bonobos. Use offer code BANGBANG at checkout for some great savings!",Paul F. Tompkins
2014-12-24,BO2014.2,Best of 2014 Pt 2,http://www.earwolf.com/episode/best-of-2014-pt-2/,Merry Christmas to you all! The best of Comedy Bang! Bang! countdown 2014 continues with Scott and special guest Paul F. Tompkins as they count down numbers eleven through eight of the best episodes YOU voted for! Come back Monday for Pt 3!,Paul F. Tompkins
2014-12-29,BO2014.3,Best of 2014 Pt 3,http://www.earwolf.com/episode/best-of-2014-pt-3/,"It’s getting real close to the end with part three of the Comedy Bang! Bang! best of countdown as Scott and special guest Paul F. Tompkins get into the meat of the matter and count down numbers seven through four. Sit tight and look out for the final installment!This episode is sponsored by Squarespace, Audible, and Casper Mattresses. Use offer code BANGBANG at checkout for some great savings!",Paul F. Tompkins
2014-12-31,BO2014.4,Best of 2014 Pt 4,http://www.earwolf.com/episode/best-of-2014-pt-4/,The exciting conclusion of the Comedy Bang! Bang! best of 2014 countdown with Paul F. Tompkins is here with numbers three to one of the best CBB eps that YOU have chosen! Happy New Year!,Paul F. Tompkins
2015-01-05,327,Bang! Bang! Into Your Mouth!,http://www.earwolf.com/episode/bang-bang-into-your-mouth/,"House of Pies star Ben Schwartz aka Benny Schwaz & Saturday Night Pies alum Horatio Sanz are back to kick off the new year on Comedy Bing Bong! Everyone chats about Scott’s time working at Disneyland, Horatio dressing like Captain Crunch for a gig, and SNL dream casts before Uncle Stoney stops by to tell us all about his new projects. Then, the guys play the first Would You Rather of 2015! The End.","Ben Schwartz, Horatio Sanz"
2015-01-08,328,Beatle Heaven,http://www.earwolf.com/episode/beatle-heaven/,"2015 is starting to look like the year of first timers as Anders Holm of Workaholics and Mike, Steve, and Steve of the Rock ‘n’ Roll band American Football join Scott for a B-B-B-ONUS-S-S-S episode of Comedy Bing Bong! We’ll hear some amazing acoustic performances from the guys of American Football as well as hear all about the upcoming 5th season of Workaholics. Later, the legendary John Lennon of The Beatles makes a rare appearance to give everyone tips on playing music and to join in on a game of Would You Rather!","American Football, Anders Holm, Mike Hanford"
2015-01-12,329,Too Much Tuna Tour,http://www.earwolf.com/episode/too-much-tuna-tour/,"Oh, hello CBB listeners. Nick Kroll of The League & Kroll Show returns to the stuudge to give us all the details on the final season of Kroll Show as well as take some calls before joining Scott in a new segment called Get To The Gifts. Then, George St Geegland & Gil Faizon of Too Much Tuna fame stop by to tell us about their new book Tuna Head Companion, the SUNY hacks, and share some ‘sclusie news on celebrities who have passed on this past year. It’s the perfect way to start off your hump week!","Nick Kroll, John Mulaney"
2015-01-19,330,Peruvian Pullovers,http://www.earwolf.com/episode/peruvian-pullovers/,"Academy award winner Jim Rash joins the first timers club on today’s Comedy Bean Bag! Jim tells us about the upcoming 6th season of Community on Yahoo! Screen, potential plot lines involving his character Marquess of Queensberry on Mike Tyson Mysteries, and most importantly, where he keeps his Oscar. Then, our old pal Shelly Driftwood stops by to give us all the details on his new venture selling special vitamins. Finally, everyone becomes closer as friends as they play a game of Would You Rather!","Jim Rash, Horatio Sanz"
2015-01-26,331,Secret Superlatives,http://www.earwolf.com/episode/secret-superlatives/,"Comedian extraordinaire Patton Oswalt is back to tell us all about his new book Silver Screen Fiend which goes into his classic film obsession of the late 90s on today’s Comedy Bing Bong! Patton & Scott talk about the time they improvised a live stage reading of The Day the Clown Cried before a young British schoolboy by the name of Benjamin Susix III wanders into the studio. As they try to figure out why Benjamin is here, soon to be high school graduate Trabitha Tarteen joins Scott & Patton to share which secret superlatives she has been given.","Patton Oswalt, Lauren Lapkus, Mary Holland"
2015-02-02,332,What Winsome Said,http://www.earwolf.com/episode/what-winsome-said/,"Two of the world’s best comedians and pals from Chicago, Kyle Kinane & Matt Braunger are on today’s Comedy Bing Bong! Scott & Matt do some long form improv, Matt tells us all about his new comedy special “Big Dumb Animal,” Kyle teases us with some info on his new comedy special “I Liked His Old Stuff Better,” and we find out what Kyle & Matt’s ultimate plans for the future are. Then, reality show stars Missy and Winsome Prejudice stop by to talk about their very popular reality show as well as compete in a fun game of Riddle Me This!","Kyle Kinane, Matt Braunger, Fran Gillespie, Neil Campbell"
2015-02-09,333,Pit Stop,http://www.earwolf.com/episode/pit-stop/,"Jack Antonoff of fun. & Bleachers finally makes his way onto Comedy Bing Bong for a serious chat about love. Scott & Jack talk about immortality, marriage, and Jack’s personal 10 commandments. Then, Susan and Jacob Brooks of Pit Stop in Beverly Hills  come into the studio to tell us all about their pit rescue business, their past life as bullies, and the status of their tiger sanctuary. It’s a real flipperidoo of an episode you won’t want to miss!","Jack Antonoff, Horatio Sanz, Miriam Tolan"
2015-02-12,334,The Dream Team,http://www.earwolf.com/episode/the-dream-team/,"David Cross of Mr. Show brings along James Adomian & Matt Walsh, the stars of his directorial debut Hits on this week’s b-b-b-onus-s-s Comedy Bean Bag! They’ll talk extensively about the inception of the film beginning with the title, their lovers, and moving to Ice Cream Land. Later, Corny Grandpa and Slovenian philosopher Slavoj Zizek stop by to share some of the things the youngsters are putting out into the internet as well as play a game of Would You Rather!","David Cross, James Adomian, Matt Walsh"
2015-02-16,335,The Wedding of Gilli and Garry,http://www.earwolf.com/episode/the-wedding-of-gilli-and-garry/,You’re cordially invited to attend the wedding of Gillian Jacobs & Garry Marshall on this special episode of Comedy Bing Bong. Master singer-songwriter Colin Hay of Men at Work is playing songs from his new record “Next Year People” to celebrate their love and director Len Wiseman is also here to bear witness on this beautiful occasion. This may possibly be the most important wedding in Hollywood history!,"Colin Hay, Gillian Jacobs, Paul F. Tompkins"
2015-02-22,336,NOT Farts and Procreation 4,http://www.earwolf.com/episode/not-farts-procreation-4/,"4 years ago, maybe the greatest recording in Earwolf history took place. Now, the Farts and Procreation crew aka Harris Wittels, Chelsea Peretti, and Adam Scott return for the fourth time to attempt to recreate the magic. Creak, slam, sit, and chill with the Farts & Pro crew as we hear some gems during Harris’ Foam Corner, an incredible charac from Chelsea, and the hard work (e-mails) that went into making this episode a reality.","Harris Wittels, Chelsea Peretti, Adam Scott"
2015-03-02,337,The Ying and the Yankovic,http://www.earwolf.com/episode/the-ying-and-the-yankovic/,"We command thee to listen to music titans “Weird Al” Yankovic & Lord Andrew Lloyd Webber on today’s Comedy Bing Bong! The Vicar of Yanks tells us all about his upcoming (potentially infinite) world tour and Lord Webber finally explains what’s the deal with cats. Then, party starter Doug Doyzoice stops by to talk about his experience as a finalist to take a trip to Mars. It’s truly an episode that is out of this world!","Weird Al Yankovic, Paul F. Tompkins, Joe Wengert"
2015-03-09,338,"Be My Guest, Literally!",http://www.earwolf.com/episode/be-my-guest-literally/,"It’s a special co-host edition of Comedy Bing Bong with our favorite German film director Werner Herzog! Werner & Scott welcome guest of honor Michael Ableson, a NYC corporate litigator AND Origin Story documentary donator to tell us all about being the hero of the banks when suddenly Ho Ho the Naughty Elf squeaks into the studio. They are also joined by well known French actor Jean Claude Pepi to read a Nosferatu script, play a new game called Name French Actors, and to settle the score during Would You Rather?","Michael Ableson, Paul F. Tompkins, Lauren Lapkus, Andy Daly"
2015-03-16,339,LIVE from SXSW 2015,http://www.earwolf.com/episode/live-from-sxsw-2015/,"Comedy Bing! Bong! makes its way back to the South by Southwest Festival in Austin, Texas and Scott brings along his nephew Todd to serve as today’s co-host! They welcome two of America’s finest actors, Colin Hanks & Nick Kroll to the show to speak on Colin’s Tower Records documentary “All Things Must Pass,” as well as Nick’s new movie “Adult Beginners.” Can they give us all the deets without Kanye West interrupting? Tune in to find out!","Lauren Lapkus, Colin Hanks, Nick Kroll, Horatio Sanz"
2015-03-19,340,LIVE from SXSW 2015 II,http://www.earwolf.com/episode/live-from-sxsw-2015-ii/,"This week’s B-B-B-ONUS-S-S Comedy Bing! Bong! was recorded LIVE from the South by Southwest Festival in Austin, Texas with Professor Blastoff’s own Tig Notaro! Tig shares a story with us that is sure to keep Austin weird and tells us about her new Showtime special “Knock Knock, It’s Tig Notaro” before she weighs in on the family issues that small business owners Helen & Hannah Harpie have with their sister Hortense. As they talk it out, radio legend Tom Leykis makes his way onto the stage to tease us on the new app he’s promoting.","Tig Notaro, Stephanie Allynne, Mary Holland, Lauren Lapkus, James Adomian"
2015-03-23,341,Banging the Table with Stars,http://www.earwolf.com/episode/banging-the-table-with-stars/,"The tables are being banged on as lead-singers Torquil & Amy of Stars join Scott on this week’s Comedy Bing! Bong! They’ll tell us about the band’s origin story, making each other sing embarrassing lyrics, and play songs off their latest album “No One Is Lost.” Later, Claudia O’Doherty returns to showcase her excellent Kim Cattrall impression on everyone including Hollywood barber Brian Barber.","Stars , Claudia O'Doherty, Neil Campbell"
2015-03-30,342,A Silicon Valley P-Cast,http://www.earwolf.com/episode/a-silicon-valley-p-cast/,"The stars of HBO’s Silicon Valley, Thomas Middleditch, Kumail Nanjiani, and Martin Starr share some spoilers from both the first and the upcoming second season season of their show on today’s Comedy Bing! Bong! They also talk about the history of TV before being joined by Jarles, yet another star of Silicon Valley. The guys hunt for treasure, play one of their jam sesh songs, and talk to Silicon Valley super-fan Joey Tortellini. It’s a sweet p-cast you won’t want to miss!","Thomas Middleditch, Kumail Nanjiani, Martin Starr, Paul F. Tompkins"
2015-04-06,343,Athlete’s Head,http://www.earwolf.com/episode/athletes-head/,"A real triple threat — actress, singer-songwriter, and pianist Alicia Witt gets the first timer treatment as Intern Gino returns to co-host on today’s Comedy Bing Bong! We hear about Alicia’s time as a teenager on the TV show Cybill, the album cover break down of her new record Revisionary History, and how she collaborated with Ben Folds on the record. Then, Victor and Tiny are back to tell us all about their new change of household as well as Victor’s dating life.","Alicia Witt, Jon Gabrus, Brendon Small"
2015-04-09,344,Classic Switcheroo,http://www.earwolf.com/episode/classic-switcheroo/,"Ryan Hansen and Jamie Chung of Hulu’s Resident Advisors get it percolatin’ on a B-B-B-ONUS-S-S Comedy Bing Bong! They’ll tell us all about the fun they had while creating all these hours of content before The Hooray Show’s Horatio Sanz walks into the studio to tell us about his new venture of managing the career of 1930‘s actress Bitsy Boo-Carmichael. Then, Jarles decides to pop in once again for more of his #ClassicJarles antics. Plus, Bitsy shows off her acting chops as she reads a script alongside Ryan & Jamie for season 2 of Resident Advisors.","Ryan Hansen, Jamie Chung, Horatio Sanz, Jocelyn DeBoer, Paul F. Tompkins"
2015-04-13,345,Shifting Bouncy,http://www.earwolf.com/episode/shifting-bouncy/,"First timer Kyle Bornheimer of the new film The Last Time You Had Fun and SNL alum/return timer Paul Brittain are on today’s Comedy Bing Bong! We get great TV advice and all the deets on Kyle’s movie before Paul answers a knocking door to reveal a new guest by the name of Michael Explosione Jr. from Explosione and Son Trampolines. Prepare yourself to spring into the world of the Explosione family, a world with guaranteed ups and downs.","Kyle Bornheimer, Paul Brittain, Roman Sklar"
